stagger,version,SUM(count)
R2a.2,260.1,219
R1.2,260.1,47
SB1.2,258.15,1
SB1.1,260.5,59
R2b.1,260.1,28
R2a.2,258.15,4
SB1.1,260.9,2
R2b.2,258.15,1
R0.1,260.1,5
SB1.1,260.1,4
SB0,260.9,2
R0.1,260.9,2
SB2.1,260.5,24
SB0,258.1,1
SB1.2,260.5,59
SB0,260.1,1
R2a.1,260.5,1
R2b.2,260.1,58
R0.2,260.1,3
R2a.1,260.1,181
R1.1,260.1,58
SB1.2,260.1,3
SB2.2,260.5,17
R2a.1,258.15,2
