stagger,version,SUM(count)
SB2.2,262.7,2
R2a.2,262.3,41
SB0,262.3,1
R0.1,262.3,5
SB1.1,262.3,26
R2a.1,262.3,55
SB1.2,262.3,42
R0.2,262.3,3
SB1.1,262.10,1
R0.1,262.10,2
R2b.1,262.3,14
R2a.1,260.15,129
R2b.2,262.3,27
SB1.2,258.15,1
R1.1,260.15,41
SB2.2,262.3,16
SB1.2,260.1,1
R2a.2,260.15,182
SB1.1,262.7,37
SB2.1,262.7,6
R2b.1,260.15,14
R2b.2,260.15,32
SB0,262.10,2
SB1.2,262.7,20
R1.1,262.3,17
R1.2,262.3,18
SB1.1,260.15,3
SB0,260.9,1
SB2.1,262.3,18
R1.2,260.15,29
