stagger,version,SUM(count)
R1.1,260.1,11
R2b.2,260.5,38
R2a.1,260.1,93
SB1.2,258.15,1
R0.2,260.5,3
R2a.1,260.5,91
R1.1,260.5,47
R0.1,262.1,2
SB0,262.1,1
R1.2,260.1,5
SB1.1,260.1,4
SB2.1,260.9,14
R2b.1,260.5,18
SB0,260.5,1
SB2.2,260.5,15
R2a.2,260.1,114
R1.2,260.5,42
R2a.2,260.5,109
SB0,260.15,1
SB1.2,260.1,1
SB1.2,260.9,18
R0.1,260.5,5
SB2.2,260.9,2
SB1.1,262.1,2
SB1.1,260.5,21
SB2.1,260.5,10
R2b.1,260.1,10
R2b.2,260.1,21
SB1.1,260.9,38
SB0,258.1,1
SB1.2,260.5,44
