stagger,version,SUM(count)
R2b.2,260.5,57
R2a.2,260.5,182
SB1.2,260.9,25
R1.2,260.1,5
SB2.2,260.9,8
SB1.2,258.15,1
R2b.1,260.5,25
SB2.1,260.5,6
R2b.1,260.1,3
R0.1,260.5,5
R1.1,260.1,10
SB2.2,260.5,10
R0.1,262.1,2
R2a.2,260.1,41
SB1.1,260.9,43
SB1.1,260.5,16
R2a.1,260.5,146
SB0,262.1,1
R1.2,260.5,42
SB1.1,260.1,4
R1.1,260.5,48
SB0,260.5,1
SB1.1,262.1,2
R2a.1,260.1,38
SB1.2,260.1,1
SB0,262.2,1
R2b.2,260.1,2
R0.2,260.5,3
SB2.1,260.9,18
SB1.2,260.5,37
SB0,258.1,1
