stagger,version,SUM(count)
SB2.2,260.15,2
SB1.2,260.1,1
R1.2,260.5,42
SB0,262.2,2
SB1.2,258.15,1
SB0,258.1,1
R2b.2,260.5,46
SB1.2,260.9,42
R0.1,260.9,5
SB1.1,260.9,24
SB2.1,260.9,15
R1.1,260.9,12
R1.1,260.5,46
R1.2,260.9,5
R0.1,262.2,2
R2a.1,260.5,153
SB1.1,262.2,2
R2b.1,260.5,20
R0.2,260.9,3
R2a.1,260.9,31
SB1.1,260.15,39
SB1.2,260.15,20
SB2.1,260.15,9
R2b.1,260.9,8
SB2.2,260.9,16
R2b.2,260.9,13
SB0,260.9,1
R2a.2,260.5,197
R2a.2,260.9,26
