stagger,version,SUM(count)
R2b.1,260.1,22
R2b.1,260.5,6
R2a.1,260.5,15
SB1.1,260.1,4
SB0,260.5,1
SB1.2,260.9,14
R2b.2,258.15,1
R1.1,260.1,58
SB1.1,260.5,36
SB0,258.1,1
SB1.2,260.5,47
R0.2,260.5,3
R1.2,260.1,47
R0.1,260.5,5
R2b.2,260.1,48
SB1.2,258.15,1
SB0,260.9,2
R2b.2,260.5,10
SB1.2,260.1,1
SB2.2,260.5,17
SB2.1,260.9,1
R0.1,260.9,2
R2a.2,260.1,204
R2a.1,258.15,2
R2a.2,258.15,4
SB2.1,260.5,23
SB1.1,260.9,25
R2a.1,260.1,167
R2a.2,260.5,15
