stagger,version,SUM(count)
SB1.2,262.7,8
SB2.2,262.3,16
R2b.1,260.15,14
R0.1,262.3,5
SB1.1,262.3,43
SB2.1,262.7,6
R2b.1,262.3,14
R2a.2,260.15,200
SB0,260.9,1
R2a.1,260.15,158
R2a.1,260.9,1
SB1.1,262.7,20
R1.2,260.15,47
R2a.1,262.3,25
SB1.2,258.15,1
SB2.2,262.7,2
R2b.2,260.15,32
R2a.2,262.3,23
SB1.2,260.1,1
R1.1,260.15,58
SB2.1,262.3,18
R0.2,262.3,3
R2b.2,262.3,27
SB1.1,262.9,4
SB0,262.9,2
SB1.2,262.3,54
SB0,262.3,1
R0.1,262.9,2
