stagger,version,SUM(count)
R0.1,262.11,2
SB1.1,262.3,26
R0.2,262.3,3
R0.1,262.3,5
R1.2,262.3,47
SB1.1,262.11,4
R1.1,260.15,1
SB1.1,262.7,37
SB1.2,262.7,20
R2a.2,260.15,20
R1.1,262.3,57
R2b.1,262.3,25
SB1.2,260.1,1
SB0,262.11,2
R2a.2,262.3,203
SB0,260.9,1
SB2.1,262.7,5
SB2.1,262.3,17
SB1.2,260.15,1
R2a.1,262.3,157
SB1.2,262.3,42
R2b.2,262.3,59
SB0,262.3,1
SB2.2,262.3,16
SB2.2,262.7,2
R2a.1,260.15,27
