stagger,version,SUM(count)
R0,258.11,8
R1,258.11,89
SB1,258.1,6
SB1,258.15,55
R0,260.2,2
R2a,258.7,216
SB2,258.11,25
R2a,258.3,1
SB1,258.3,1
SB1,256.17,2
SB0,260.2,2
SB1,260.2,8
SB2,258.15,16
R2b,258.11,57
SB0,258.11,1
R1,258.7,16
R2a,258.11,190
SB0,258.1,1
R2b,258.7,30
SB1,258.11,69
