stagger,version,SUM(count)
R2a,258.7,9
SB0,260.3,2
SB1,258.15,69
R1,258.7,1
R2b,258.11,87
SB0,258.11,1
SB1,256.17,2
SB1,258.1,6
R2a,258.11,398
R1,258.11,104
SB2,258.11,25
SB0,258.1,1
R0,260.3,2
SB1,258.11,55
SB2,258.15,16
SB1,258.3,1
R0,258.11,8
SB1,260.3,2
