stagger,version,SUM(count)
R1.1,258.15,30
SB0,260.5,2
R2a.1,260.1,53
R2b.2,260.1,20
SB1.2,258.1,1
SB0,260.1,1
SB0,258.1,1
SB1.1,258.3,1
SB1.1,260.5,2
R1.1,260.1,17
R2a.2,258.11,65
R2a.2,260.1,40
R1.2,258.15,28
R2a.1,258.11,60
R2b.1,260.1,11
SB1.2,260.1,62
R1.2,260.1,14
R2b.2,258.15,24
SB2.1,260.1,24
R2a.1,258.7,1
R1.2,258.11,5
R0.2,260.1,3
R0.1,260.1,5
SB2.2,260.1,17
R2a.1,258.15,70
R2b.2,258.11,15
R2b.1,258.15,13
R2a.2,258.15,118
R1.1,258.11,11
R0.1,260.5,2
SB1.1,260.1,62
R2b.1,258.11,4
