stagger,version,SUM(count)
R1.2,260.9,47
SB1.2,258.15,1
SB1.2,260.9,5
R2a.1,260.9,184
SB2.1,260.15,17
R0.2,260.9,3
R0.1,262.3,2
SB1.1,260.15,53
R2a.2,260.9,222
R2b.2,260.9,59
SB0,262.3,2
R0.1,260.9,5
SB1.2,260.15,57
SB2.2,260.15,16
SB2.1,260.9,7
SB1.2,260.1,1
SB1.1,260.9,10
R1.1,260.9,58
SB1.1,262.3,2
SB0,260.9,2
R2a.2,260.5,1
SB2.2,260.9,2
R2b.1,260.9,28
