stagger,version,SUM(count)
R1.2,260.9,42
R2a.1,260.5,61
SB2.2,260.15,14
R0.2,260.9,3
R1.2,260.5,5
R2b.2,260.5,14
SB0,258.1,1
SB1.2,260.15,57
SB1.1,262.2,1
SB1.1,260.9,10
SB2.1,260.15,17
R2a.1,260.9,123
R1.1,260.9,48
R1.1,260.5,10
SB2.1,260.9,7
SB1.1,260.15,53
SB1.2,258.15,1
SB0,262.2,1
R2a.2,260.9,161
R2b.1,260.5,5
SB1.1,262.3,1
SB1.2,260.1,1
R2b.2,260.9,45
SB0,262.3,1
SB1.2,260.9,5
R0.1,262.2,2
R0.1,260.9,5
SB0,260.9,1
R2a.2,260.5,62
R2b.1,260.9,23
SB2.2,260.9,4
